group,category,code,long description,short description
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9755,"Documentation of medical reason(s) for not including a recommended interval and modality for follow-up or for no follow-up, and source of recommendations (e.g., patients with unexplained fever, immunocompromised patients who are at risk for infection)",Doc med rsn no fllw up
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9756,Surgical procedures that included the use of silicone oil,Surg proc w/silicone oil
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9757,Surgical procedures that included the use of silicone oil,Surg proc w/silicone oil
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9758,Patient in hospice at any time during the measurement period,Pt in hos
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9759,History of preoperative posterior capsule rupture,"HCPCS G9759 terminated on December 31, 2020."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9760,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9761,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9762,Patient had at least two hpv vaccines (with at least 146 days between the two) or three hpv vaccines on or between the patient's 9th and 13th birthdays,Pt had >= 2-3 hpv vaccines
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9763,Patient did not have at least two hpv vaccines (with at least 146 days between the two) or three hpv vaccines on or between the patient's 9th and 13th birthdays,Pt not have 2-3 hpv vaccines
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9764,Patient has been treated with a systemic medication for psoriasis vulgaris,Pt treatd w/oral syst or bio
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9765,"Documentation that the patient declined change in medication or alternative therapies were unavailable, has documented contraindications, or has not been treated with a systemic medication for at least six consecutive months (e.g., experienced adverse effects or lack of efficacy with all other therapy options) in order to achieve better disease control as measured by pga, bsa, pasi, or dlqi",Doc pat declined therapy
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9766,Patients who are transferred from one institution to another with a known diagnosis of cva for endovascular stroke treatment,Cva stroke dx tx transf fac
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9767,Hospitalized patients with newly diagnosed cva considered for endovascular stroke treatment,Hosp new dx cva consid evst
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9768,Patients who utilize hospice services any time during the measurement period,Pt w/hosp anytime msmt per
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9769,Patient had a bone mineral density test in the past two years or received osteoporosis medication or therapy in the past 12 months,Bn den 2yr/got ost med/ther
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9770,Peripheral nerve block (pnb),Perip nerve block
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9771,At least 1 body temperature measurement equal to or greater than 35.5 degrees celsius (or 95.9 degrees fahrenheit) achieved within the 30 minutes immediately before or 15 minutes immediately after anesthesia end time,"Anes end, 1 temp >35.5(95.9)"
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9772,"Documentation of medical reason(s) for not achieving at least 1 body temperature measurement equal to or greater than 35.5 degrees celsius (or 95.9 degrees fahrenheit) within the 30 minutes immediately before or 15 minutes immediately after anesthesia end time (e.g., emergency cases, intentional hypothermia, etc.)",Doc med rsn no temp >= 35.5
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9773,"At least 1 body temperature measurement equal to or greater than 35.5 degrees celsius (or 95.9 degrees fahrenheit) not achieved within the 30 minutes immediately before or 15 minutes immediately after anesthesia end time, reason not given",1 bod temp >=35.5
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9774,Patients who have had a hysterectomy,"HCPCS G9774 terminated on December 31, 2022."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9775,Patient received at least 2 prophylactic pharmacologic anti-emetic agents of different classes preoperatively and/or intraoperatively,Recd 2 anti-emet pre/intraop
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9776,"Documentation of medical reason for not receiving at least 2 prophylactic pharmacologic anti-emetic agents of different classes preoperatively and/or intraoperatively  (e.g., intolerance or other medical reason)",Doc med rsn no proph antiem
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9777,Patient did not receive at least 2 prophylactic pharmacologic anti-emetic agents of different classes preoperatively and/or intraoperatively,Pt no antiemet pre/intraop
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9778,Patients who have a diagnosis of pregnancy at any time during the measurement period,"HCPCS G9778 terminated on December 31, 2022."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9779,Patients who are breastfeeding at any time during the performance period,Pts breastfeeding
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9780,Patients who have a diagnosis of rhabdomyolysis at any time during the performance period,Pts dx w/rhabdomyolysis
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9781,"Documentation of medical reason(s) for not currently being a statin therapy user or receiving an order (prescription) for statin therapy (e.g., patients with statin-associated muscle symptoms or an allergy to statin medication therapy, patients who are receiving palliative or hospice care, patients with active liver disease or hepatic disease or insufficiency, patients with end stage renal disease [esrd], or other medical reasons)",Doc rsn no statin
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9782,History of or active diagnosis of familial hypercholesterolemia,Hx dx fam/pure hypercholes
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9783,Documentation of patients with diabetes who have a most recent fasting or direct ldl- c laboratory test result < 70 mg/dl and are not taking statin therapy,"HCPCS G9783 terminated on December 31, 2021."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9784,Pathologists/dermatopathologists providing a second opinion on a biopsy,Path/derm prov 2nd biop opin
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9785,"Pathology report diagnosing cutaneous basal cell carcinoma, squamous cell carcinoma, or melanoma (to include in situ disease) sent from the pathologist/ dermatopathologist to the biopsying clinician for review within 7 days from the time when the tissue specimen was received by the pathologist",Path report sent
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9786,"Pathology report diagnosing cutaneous basal cell carcinoma, squamous cell carcinoma, or melanoma (to include in situ disease) was not sent from the pathologist/ dermatopathologist to the biopsying clinician for review within 7 days from the time when the tissue specimen was received by the pathologist",Path report not sent
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9787,Patient alive as of the last day of the measurement year,Pt alive
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9788,Most recent bp is less than or equal to 140/90 mm hg,Most rct bp </= 140/90
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9789,"Blood pressure recorded during inpatient stays, emergency room visits, or urgent care visits","Record bp ip, er, urg/self"
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9790,"Most recent bp is greater than 140/90 mm hg, or blood pressure not documented",Most rct bp >/= 140/90
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9791,Most recent tobacco status is tobacco free,Most rct tob stat free
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9792,Most recent tobacco status is not tobacco free,Most rct tob stat not free
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9793,Patient is currently on a daily aspirin or other antiplatelet,Pt on daily asa/antiplat
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9794,"Documentation of medical reason(s) for not on a daily aspirin or other antiplatelet (e.g., history of gastrointestinal bleed, intra-cranial bleed, idiopathic thrombocytopenic purpura (itp), gastric bypass or documentation of active anticoagulant use during the measurement period)",Doc med rsn no daily aspirin
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9795,Patient is not currently on a daily aspirin or other antiplatelet,Pt no daily asa/antiplat
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9796,Patient is currently on a statin therapy,Pt not currently on statin
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9797,Patient is not on a statin therapy,Pt currently on statin
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9798,Discharge(s) for ami between july 1 of the year prior measurement period to june 30 of the measurement period,"HCPCS G9798 terminated on December 31, 2020."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G9799,Patients with a medication dispensing event indicator of a history of asthma any time during the patient's history through the end of the measure period,"HCPCS G9799 terminated on December 31, 2020."
